porto_origem,porto_destino,modal_logistico,volume_carga_ton,tipo_produto,tipo_embalagem,container_type,container_size,preco_combustivel_indice,taxas_impostos_percent,cambio_brl_eur_estimado,prazo_entrega_dias,custo_total_logistico_brl,ano,mes,dia_do_ano,dia_da_semana,semana_do_ano
Pecém,Valencia,marítimo,40.10863682606142,polpa de goiaba,containerizado,Dry,40ft,2.308629932526936,5.618056349351894,6.04252511275183,23,169735.33368772216,2024,6,157,2,23
Buenaventura,Le Havre,marítimo,18.07535802098549,polpa de acerola,containerizado,Reefer,20ft,2.395652272051942,14.613380724917938,6.444507015695884,23,98831.82248708661,2023,3,63,5,9
Paita,Antwerp,marítimo,17.501877261742127,polpa de goiaba,containerizado,Reefer,40ft,1.7117832486702191,20.90997487719986,5.975917556196946,31,95346.00056783372,2022,11,317,6,45
Paita,Antwerp,marítimo,35.02483747670565,polpa de goiaba,containerizado,Dry,40ft,1.9456256317800178,17.941686617737,5.526461215401664,13,159138.51423986553,2023,9,270,2,39
Santos,Antwerp,marítimo,45.31344156538387,polpa de caju,containerizado,Reefer,20ft,2.043852845894498,24.32630393229348,5.953919548701047,56,188694.18555713928,2022,1,9,6,1
Salaverry,Hamburg,marítimo,31.00773833815293,polpa de manga,containerizado,Reefer,20ft,1.5869699873080902,21.865449801294915,6.032639078481401,43,143062.79035867008,2024,2,44,1,7
Santa Marta,Le Havre,marítimo,28.733102922652623,polpa de goiaba,containerizado,Reefer,20ft,1.5553157005643317,15.53103325795126,5.595570949790591,27,120066.01797007474,2022,8,223,3,32
Paranaguá,Hamburg,marítimo,12.21728602296521,polpa de maracujá,containerizado,Reefer,40ft,2.0133535288355047,9.130411312107963,5.155986425821792,43,73319.2774279012,2023,7,188,4,27
Santos,Valencia,marítimo,37.19556299119174,polpa de manga,containerizado,Reefer,20ft,1.5650717728678578,5.075492596442461,5.909989801280335,27,152870.12540407016,2023,12,351,6,50
Pecém,Hamburg,marítimo,36.603437883705084,polpa de manga,containerizado,Dry,40ft,1.8715142793252657,24.610047940027364,6.20321120077509,49,159880.91800324165,2022,4,111,3,16
Suape,Valencia,marítimo,48.51281265502315,polpa de maracujá,containerizado,Reefer,40ft,1.7727892162171865,23.766393966053403,6.496364725634088,40,210878.64066065245,2022,9,251,3,36
Chancay,Valencia,marítimo,18.5086482937549,polpa de acerola,containerizado,Dry,40ft,1.7866909013514722,10.482879881503857,5.334587460444413,51,79217.91933646977,2023,1,18,2,3
Buenaventura,Valencia,marítimo,39.04004643653893,polpa de caju,containerizado,Reefer,20ft,2.2440382943146764,17.764315724474542,6.050583461272602,29,163242.49227523417,2022,1,7,4,1
Callao,Hamburg,marítimo,24.532936753893306,polpa de goiaba,containerizado,Reefer,40ft,2.056085663348045,19.584791257723072,5.04206480024911,45,120991.43193327918,2023,4,94,1,14
Suape,Le Havre,marítimo,30.131275622726072,polpa de acerola,containerizado,Reefer,40ft,2.4410239810571395,16.5602692206519,6.454737919621716,51,144334.54950249306,2022,7,208,2,30
Paita,Hamburg,marítimo,41.740423502025116,polpa de maracujá,granel,Reefer,40ft,2.1864649408773693,21.859233496761956,5.018846692286571,19,198336.54110733827,2024,6,170,1,25
Santa Marta,Le Havre,marítimo,14.989777025853902,polpa de caju,containerizado,Reefer,40ft,1.2186887718998436,6.556492968640275,5.538192442458067,12,66632.01954615298,2022,1,22,5,3
Suape,Le Havre,marítimo,20.42909327873367,polpa de caju,containerizado,Reefer,40ft,2.1077249544997643,22.92988068300427,5.114604159464348,30,105635.54909936577,2023,2,45,1,7
Buenaventura,Valencia,marítimo,39.798890158891865,polpa de caju,containerizado,Reefer,40ft,1.9984713309507032,12.840380223329841,5.931451942412103,45,182945.38568472402,2024,6,165,3,24
Paranaguá,Hamburg,marítimo,30.67060618795374,polpa de maracujá,containerizado,Reefer,20ft,1.9690659692670227,14.613800431495829,5.509249693412036,19,140251.6044073996,2023,5,150,1,22
Pecém,Le Havre,marítimo,9.15903126072816,polpa de acerola,containerizado,Reefer,40ft,1.7211169392880055,13.894673008433443,6.099415896995691,16,64350.88498976441,2024,3,79,1,12
Chancay,Antwerp,marítimo,24.358364005033085,polpa de goiaba,containerizado,Reefer,40ft,1.0936958797239797,15.625724459387097,5.729567100002078,31,119834.81035045111,2024,5,144,3,21
Paita,Le Havre,marítimo,31.398499083785737,polpa de caju,containerizado,Dry,40ft,2.4272271512651047,16.96336943771507,5.629105124527948,32,136785.92148308616,2022,1,14,4,2
Paita,Antwerp,multimodal,45.928279240027365,polpa de caju,containerizado,Reefer,20ft,2.277887042086618,19.20686865958384,5.522774523672188,21,219278.46890255177,2024,8,241,2,35
Santa Marta,Hamburg,marítimo,13.481962247238739,polpa de acerola,granel,Reefer,20ft,1.730212056117787,15.498806781504083,5.129193750521979,48,84280.77136614567,2024,9,248,2,36
Cartagena,Hamburg,marítimo,41.267883576986726,polpa de caju,containerizado,Reefer,40ft,1.2378714514462126,18.695465120177808,5.307237279018822,22,179586.9943282944,2024,10,284,3,41
Salaverry,Hamburg,marítimo,10.878101738446611,polpa de caju,containerizado,Reefer,20ft,2.236708986783638,11.765948871814011,5.958653757482728,49,69379.93367896133,2024,11,306,4,44
Paranaguá,Le Havre,marítimo,15.900604703411325,polpa de maracujá,containerizado,Reefer,40ft,1.6460074081137788,23.733617405159738,5.745127502808144,22,83444.03509267191,2022,3,87,0,13
Paita,Rotterdam,marítimo,15.950474757055536,polpa de manga,containerizado,Reefer,40ft,1.5851708852595392,6.290620395995383,5.105134177408339,42,88562.64024854098,2024,6,179,3,26
Salaverry,Le Havre,aéreo,44.48656381589747,polpa de acerola,containerizado,Reefer,40ft,1.998073347899052,15.91081217122187,5.815927576459782,40,207615.98225957414,2022,5,122,0,18
Paita,Le Havre,marítimo,13.955796140674419,polpa de acerola,containerizado,Reefer,20ft,2.1380130977989773,6.747923520434293,5.081213992173624,57,71739.97475687078,2024,1,20,5,3
Pecém,Valencia,marítimo,40.41323271434341,polpa de acerola,containerizado,Reefer,20ft,1.0942611049306872,13.855340720738607,5.767590421279983,37,157268.38964958652,2023,11,320,3,46
Salaverry,Valencia,marítimo,25.781294030882897,polpa de maracujá,containerizado,Reefer,40ft,2.151334624725269,10.151647153056597,6.447442170348333,28,116800.54071522442,2022,11,309,5,44
Buenaventura,Le Havre,marítimo,49.959084550878984,polpa de maracujá,containerizado,Reefer,40ft,2.100910752027442,23.738068991652952,5.461016830595603,30,211899.4431058636,2023,11,330,6,47
Cartagena,Antwerp,marítimo,42.75911743934474,polpa de goiaba,containerizado,Reefer,40ft,1.8838144157830654,5.261507727718868,6.085254707963263,41,167937.58238416968,2022,10,288,5,41
Pecém,Valencia,marítimo,38.28664105015181,polpa de maracujá,granel,Dry,40ft,1.5076283715372014,12.824072622829142,6.118328060887963,35,145193.39325286978,2022,11,307,3,44
Buenaventura,Le Havre,marítimo,44.1826837993488,polpa de acerola,containerizado,Reefer,40ft,1.2472032208837418,20.64085499413909,5.60728930011671,22,191843.6118459585,2024,7,184,1,27
Chancay,Rotterdam,marítimo,33.53136766722651,polpa de goiaba,containerizado,Reefer,20ft,1.1539794537757948,8.769228253029315,5.889938226169865,38,134411.63859368954,2023,10,297,1,43
Paranaguá,Antwerp,marítimo,42.96435154378239,polpa de manga,containerizado,Reefer,40ft,1.001775540577852,21.31176409332506,5.708069136046307,16,182658.40981791506,2023,7,184,0,27
Paranaguá,Hamburg,marítimo,16.75070813126551,polpa de caju,containerizado,Reefer,20ft,1.3096902635381393,22.194501756496475,5.425044529566209,56,72093.869677969,2022,11,312,1,45
Callao,Le Havre,marítimo,9.396644499548373,polpa de caju,containerizado,Reefer,20ft,1.6170054550749593,19.1600599929154,6.13211314280081,35,66961.75574431305,2024,5,143,2,21
Callao,Le Havre,marítimo,32.71694031890009,polpa de goiaba,containerizado,Reefer,40ft,1.3654664971001265,9.181383648523415,6.0542399234726085,15,139454.06422345256,2024,12,353,2,51
Salaverry,Antwerp,marítimo,24.56106766986137,polpa de manga,containerizado,Dry,40ft,1.4634685804075147,10.440773131631246,6.350823296859846,41,115596.62490127464,2024,7,194,4,28
Paranaguá,Valencia,marítimo,24.18983578815944,polpa de caju,containerizado,Reefer,40ft,1.5856786230414852,8.33869457390724,5.927189269489404,45,102508.98086423094,2024,1,25,3,4
Santa Marta,Valencia,marítimo,28.703653359352078,polpa de goiaba,containerizado,Reefer,20ft,1.4623934626981467,8.681274744027993,5.583080211794294,32,117988.54875227994,2022,2,35,4,5
Salaverry,Valencia,marítimo,21.262217520449415,polpa de maracujá,containerizado,Reefer,20ft,2.086931557988096,5.729845929507507,6.071011337154013,20,101621.78644750576,2023,3,80,1,12
Callao,Hamburg,marítimo,33.17267891492731,polpa de acerola,containerizado,Reefer,20ft,1.737590183747455,22.14630162396533,5.928554344337963,30,147771.6955642669,2022,4,93,6,13
Chancay,Antwerp,marítimo,6.375576530643346,polpa de manga,containerizado,Reefer,40ft,1.0289907216280612,15.570045748556716,5.924921289200952,28,38580.02352926802,2022,12,353,0,51
Paita,Antwerp,multimodal,48.64511038467935,polpa de caju,containerizado,Dry,20ft,1.340002347043455,11.555184477741031,6.274756635542332,43,203251.04642786767,2024,6,173,4,25
Buenaventura,Valencia,marítimo,46.61190464205067,polpa de acerola,containerizado,Reefer,40ft,2.0644873669517962,10.79153992126816,6.36570280812043,58,198637.79072754647,2024,5,132,5,19
Suape,Valencia,marítimo,47.08715731618701,polpa de goiaba,containerizado,Dry,40ft,1.4513957849301788,15.89392592895173,5.270362496632531,56,177925.04372954537,2022,6,159,2,23
Salaverry,Rotterdam,marítimo,21.425157301267326,polpa de caju,containerizado,Reefer,40ft,2.380212657548573,11.533696435798982,5.4710753363258835,59,109295.30998569781,2024,8,227,2,33
Chancay,Rotterdam,marítimo,28.93509309465949,polpa de acerola,containerizado,Reefer,40ft,2.068996071171131,22.27435950020696,5.975458551451312,53,126487.4690186534,2022,1,24,0,4
Buenaventura,Le Havre,marítimo,47.935877137590886,polpa de maracujá,containerizado,Dry,40ft,1.434890463819462,9.219148700738216,5.835831850564434,44,174614.2062487364,2023,2,39,2,6
Paranaguá,Le Havre,multimodal,45.60557253924139,polpa de manga,containerizado,Reefer,40ft,1.7746147692601661,22.646035828257055,5.9784892542491885,58,210143.45205319146,2024,3,75,4,11
Paita,Antwerp,marítimo,40.56100141555163,polpa de goiaba,containerizado,Dry,40ft,2.0008585452702548,18.28184906006858,5.649521898990783,40,170930.0609956763,2023,5,151,2,22
Buenaventura,Antwerp,multimodal,23.32992154314166,polpa de caju,containerizado,Reefer,20ft,1.290048798005643,24.1325844090994,5.6186585205740744,55,119426.53759729331,2024,1,2,1,1
Cartagena,Hamburg,marítimo,30.395265043197806,polpa de maracujá,containerizado,Reefer,40ft,1.3692812018302933,5.302144832713869,5.176480857889602,38,127413.6876445518,2023,6,167,4,24
Callao,Hamburg,marítimo,40.68106133974914,polpa de manga,containerizado,Reefer,40ft,1.7606856187933848,6.18191131422313,5.935472360156796,15,176804.38603243043,2024,8,226,1,33
Buenaventura,Rotterdam,marítimo,17.28553979930143,polpa de manga,containerizado,Reefer,20ft,2.3873420837354384,15.017891878731465,5.263678478847441,45,87077.71922591295,2022,6,152,2,22
Suape,Le Havre,marítimo,33.19022157026501,polpa de maracujá,containerizado,Reefer,40ft,1.5160155502864228,23.24757660064097,6.006532393456958,40,152826.38281268856,2024,8,217,6,31
Chancay,Rotterdam,marítimo,42.25704461833356,polpa de caju,containerizado,Reefer,40ft,1.6031954921510598,19.6158990306029,6.450608364844972,41,183151.18542636794,2023,8,243,3,35
Paita,Rotterdam,aéreo,36.83546562798056,polpa de manga,containerizado,Dry,20ft,1.2859303160222704,17.442718650386666,5.384619241214443,49,169321.51443512886,2023,2,55,4,8
Santa Marta,Le Havre,marítimo,26.57662840359503,polpa de goiaba,containerizado,Reefer,40ft,1.8898130429096642,5.632043113203675,5.213228458024407,29,127271.68640516335,2024,5,136,2,20
Pecém,Hamburg,aéreo,31.307376179982125,polpa de acerola,containerizado,Reefer,20ft,2.1102261208764976,12.083275768252186,5.0362628679214,31,166587.31208980162,2023,8,213,1,31
Buenaventura,Le Havre,marítimo,49.49039944156073,polpa de goiaba,containerizado,Reefer,20ft,1.6609633994644306,11.917057858057145,5.568240779518009,12,200774.22649969545,2022,12,335,3,48
Santa Marta,Valencia,aéreo,32.08945075912445,polpa de manga,containerizado,Reefer,40ft,2.1253740694897276,15.841713645198114,5.32191658828534,17,176598.36332395792,2024,7,202,5,29
Santa Marta,Valencia,marítimo,40.35279893083897,polpa de acerola,containerizado,Reefer,40ft,1.4539070850519362,10.156555586935237,5.737789134715904,54,155912.96368578033,2022,10,295,5,42
Santos,Valencia,marítimo,37.697214396994816,polpa de maracujá,containerizado,Reefer,40ft,2.0604766270427524,10.3431143035552,5.786459041989126,28,159338.4787914695,2024,1,25,3,4
Suape,Antwerp,marítimo,36.56707769882134,polpa de acerola,containerizado,Reefer,20ft,1.3875167997556812,17.417216001535188,5.523991616565652,40,153509.1479147789,2022,7,186,1,27
Suape,Hamburg,marítimo,37.23660748013196,polpa de acerola,containerizado,Reefer,40ft,2.1709743126573553,23.891350866283133,6.124859333417214,41,172572.03645869766,2023,9,272,4,39
Santos,Hamburg,marítimo,25.448438807665873,polpa de acerola,containerizado,Reefer,20ft,2.245962367448814,18.203582072733905,6.357210006068324,24,129784.25803794763,2023,6,165,2,24
Cartagena,Antwerp,marítimo,26.33720785331564,polpa de manga,containerizado,Reefer,40ft,2.1965855025396834,18.3626024796207,5.317284646689911,48,115694.36640658665,2022,1,21,4,3
Pecém,Rotterdam,marítimo,26.053823181235206,polpa de caju,containerizado,Reefer,40ft,1.323208908775939,24.724296267762313,6.25444666010919,40,134337.10080496385,2024,6,181,5,26
Callao,Valencia,multimodal,6.4964573245673645,polpa de manga,containerizado,Reefer,40ft,2.041374156840908,8.069563341395803,5.1967818496330676,12,79643.11045952486,2024,5,137,3,20
Chancay,Valencia,marítimo,15.847939864954556,polpa de caju,containerizado,Reefer,20ft,1.807810581064524,5.676695484007208,5.343053276815246,41,81220.70557261036,2024,3,64,0,10
Paita,Rotterdam,marítimo,11.955380299244727,polpa de maracujá,containerizado,Reefer,40ft,2.4790554849835713,19.910279014925965,5.842123529350678,19,75966.0363551775,2022,4,100,6,14
Chancay,Le Havre,marítimo,44.890025512876576,polpa de maracujá,containerizado,Dry,40ft,1.542365231468596,13.775748663797442,5.4598722331334155,37,174069.54282239554,2024,1,22,0,4
Pecém,Le Havre,multimodal,17.373621490382703,polpa de maracujá,containerizado,Reefer,20ft,2.1568770292585606,13.576467095040126,5.062566185883269,36,106918.07168850506,2023,4,113,6,16
Chancay,Hamburg,marítimo,11.229918550949318,polpa de maracujá,containerizado,Reefer,20ft,1.5551171755859754,9.506067527260647,5.4423082125646784,57,63865.46932534919,2024,7,210,6,30
Santos,Antwerp,aéreo,10.389511935989823,polpa de maracujá,containerizado,Reefer,40ft,1.5952862112310628,15.13726081038077,6.357305282895354,55,85655.31570354418,2023,6,161,5,23
Suape,Hamburg,multimodal,36.49954255484714,polpa de goiaba,containerizado,Reefer,40ft,1.166488276607646,13.843446874497465,5.261334742882732,49,155238.64375328293,2022,11,334,2,48
Chancay,Le Havre,multimodal,5.273748991173168,polpa de manga,containerizado,Reefer,40ft,1.359491778739287,11.909000156926572,6.145626319764164,52,47329.078597635526,2022,1,2,6,52
Salaverry,Rotterdam,multimodal,26.208698079042872,polpa de caju,containerizado,Reefer,20ft,1.2467264298585055,13.854903186768377,6.083423009006722,40,121415.46257393273,2023,1,10,1,2
Santa Marta,Hamburg,marítimo,10.349199751918832,polpa de maracujá,containerizado,Reefer,40ft,1.2388008415658907,12.676695414457797,5.1593372240963635,43,59937.74555060019,2022,10,293,3,42
Santa Marta,Valencia,marítimo,43.234851993615735,polpa de goiaba,containerizado,Reefer,20ft,1.013524791477784,23.79792716179073,5.4941644468758,14,191021.57607442286,2024,4,107,1,16
Buenaventura,Valencia,marítimo,48.130266040360624,polpa de goiaba,containerizado,Reefer,40ft,2.1906711542091433,24.605033149516707,5.284034433708065,20,218553.51810398937,2024,10,275,1,40
Pecém,Rotterdam,marítimo,48.14395772967067,polpa de goiaba,containerizado,Dry,40ft,1.7018968269095214,21.79801865023508,5.034725271789907,16,211616.1573700313,2023,7,188,4,27
Cartagena,Le Havre,marítimo,24.888384902604617,polpa de manga,containerizado,Dry,40ft,2.2062513519411366,24.8082818202425,5.259561012853845,17,118663.54948763641,2022,11,318,0,46
Salaverry,Valencia,marítimo,34.00316709956584,polpa de maracujá,containerizado,Reefer,40ft,1.9188256137982074,10.3143885805836,5.302366912450593,26,139412.7785411189,2023,1,16,0,3
Santos,Valencia,marítimo,31.98668614298351,polpa de goiaba,containerizado,Reefer,40ft,2.247006493720764,21.858502198378794,5.248970370956642,53,141851.7243555671,2022,1,14,4,2
Paranaguá,Antwerp,marítimo,20.75175056236788,polpa de goiaba,containerizado,Reefer,40ft,1.7556475048561617,13.13258023805242,5.1366458141559805,59,103781.16127710596,2023,5,139,4,20
Santos,Hamburg,marítimo,24.982902113923902,polpa de maracujá,containerizado,Reefer,20ft,1.1410615317082518,19.922727955555068,5.789457698331951,48,111753.02949955658,2022,8,231,4,33
Santa Marta,Le Havre,aéreo,7.894566375497856,polpa de manga,containerizado,Reefer,20ft,1.925145464850911,9.027852812609465,5.48395856255421,50,78668.22064645411,2022,5,130,1,19
Cartagena,Hamburg,marítimo,40.80645647021692,polpa de goiaba,containerizado,Reefer,20ft,2.0166472933941098,21.239121794826147,6.3623740421121795,23,194742.24164103987,2024,4,108,2,16
Cartagena,Le Havre,marítimo,15.836158046957857,polpa de caju,containerizado,Reefer,40ft,1.9397562524515826,6.66928852313839,5.2808202020291555,33,92795.525274806,2024,6,161,6,23
Salaverry,Valencia,marítimo,25.72372990113693,polpa de acerola,containerizado,Dry,40ft,2.2020044728398696,10.411154134328074,5.904293945144669,39,113066.28809315035,2022,1,28,4,4
Buenaventura,Antwerp,marítimo,26.627933012748976,polpa de acerola,containerizado,Reefer,40ft,2.09724886600932,21.439052336943114,6.350930576398463,59,123107.62803178484,2022,3,66,0,10
Pecém,Hamburg,multimodal,30.23202826180932,polpa de acerola,containerizado,Reefer,20ft,1.6489486737983037,19.94318443643703,5.070784476598824,24,144488.9851331839,2022,9,261,6,37
Callao,Valencia,marítimo,41.804448704964045,polpa de manga,containerizado,Reefer,20ft,2.228655483182865,15.024935099825784,5.77441620640846,13,190325.50051633368,2023,4,95,2,14
Suape,Le Havre,marítimo,36.134647078268735,polpa de goiaba,containerizado,Reefer,20ft,2.037679813214032,18.45585548580418,5.67600321879678,22,156151.1097200013,2022,10,301,4,43
Salaverry,Hamburg,marítimo,34.83783721081364,polpa de acerola,containerizado,Reefer,20ft,1.1805501077725165,8.711480489918593,6.393167912116113,14,155591.503415186,2024,7,189,6,27
Cartagena,Hamburg,marítimo,28.70354731122229,polpa de acerola,containerizado,Dry,40ft,1.8098093731747296,18.3552724469256,5.995647159311543,40,118571.99047176557,2022,10,287,4,41
Paranaguá,Valencia,marítimo,9.318008972596546,polpa de maracujá,containerizado,Reefer,20ft,2.0928337093449074,5.15952334682985,5.523742114928066,21,66821.90847557895,2024,10,304,2,44
Paita,Hamburg,marítimo,23.090381224288762,polpa de goiaba,containerizado,Reefer,20ft,1.8299323025774206,21.66431734763012,6.067281827762223,39,108686.0444579814,2023,9,265,4,38
Cartagena,Antwerp,marítimo,48.07925830807484,polpa de goiaba,containerizado,Reefer,20ft,2.423542976427396,15.325752159978872,5.873981031070776,58,199276.2393363448,2022,9,270,1,39
Buenaventura,Antwerp,aéreo,49.799663387971364,polpa de maracujá,containerizado,Reefer,40ft,1.1522369023131542,23.877569032191634,5.520754847052207,19,232292.70129051915,2023,8,227,1,33
Buenaventura,Valencia,marítimo,37.87241657454132,polpa de goiaba,containerizado,Reefer,40ft,2.0834825393182417,14.563285346455636,6.177873016753082,39,169142.68238445328,2024,4,114,1,17
Cartagena,Le Havre,marítimo,15.238173338359026,polpa de caju,containerizado,Dry,40ft,2.2366762171442507,13.661745646526821,6.002254639709546,35,79104.80350941952,2024,5,132,5,19
Buenaventura,Valencia,marítimo,9.585079070152815,polpa de manga,containerizado,Reefer,20ft,2.053979792357758,14.001056247956281,5.008124447513705,53,52677.72348271232,2022,5,133,4,19
Salaverry,Antwerp,marítimo,23.664396157078965,polpa de maracujá,containerizado,Reefer,40ft,1.5783775075966093,12.194572405505921,6.297701909016482,15,120688.30556965694,2024,8,242,3,35
Cartagena,Rotterdam,marítimo,43.545735606170105,polpa de acerola,containerizado,Reefer,40ft,1.578220469804989,8.333501676853079,5.595637823331695,36,174805.9778589613,2023,5,148,6,21
Cartagena,Rotterdam,marítimo,37.48389079527502,polpa de goiaba,containerizado,Dry,20ft,1.879851257612519,21.841254538910114,5.968171400880982,29,157695.6141832319,2022,11,313,2,45
Pecém,Hamburg,aéreo,44.77515068934972,polpa de caju,containerizado,Reefer,20ft,1.5956470545317898,12.781708155165896,5.595152481457878,37,202793.09899886983,2023,7,211,6,30
Suape,Hamburg,marítimo,32.70993416139435,polpa de caju,containerizado,Reefer,20ft,2.3247744960487466,15.58216856377717,6.32204306635085,29,154810.99156326355,2024,6,156,1,23
Paranaguá,Rotterdam,aéreo,10.864776406536155,polpa de manga,containerizado,Reefer,40ft,1.1648959274416755,5.397738329268728,5.976253169283524,21,86903.87201932205,2023,11,322,5,46
Buenaventura,Antwerp,marítimo,10.165818514917383,polpa de caju,containerizado,Reefer,20ft,1.9587360219591288,6.205077454279982,5.869079313650435,54,52943.41434376374,2022,6,165,1,24
Pecém,Hamburg,multimodal,7.1601036183558175,polpa de goiaba,containerizado,Reefer,40ft,1.2011724411604565,16.94366458955689,6.470397125153822,30,50957.2360539722,2022,11,305,1,44
Santa Marta,Valencia,marítimo,30.518598675808896,polpa de goiaba,containerizado,Reefer,20ft,1.8102397037485627,22.584561650272178,5.420960780090977,39,137659.89743969607,2022,6,156,6,22
Santa Marta,Valencia,marítimo,15.929880648115507,polpa de caju,containerizado,Reefer,40ft,2.0733718036160425,14.86791656052149,5.0978814359174365,58,83114.15681216045,2023,9,255,1,37
Callao,Antwerp,marítimo,38.04726386097277,polpa de goiaba,containerizado,Reefer,20ft,1.2482663748403735,8.299491612101267,5.7740156493592165,19,162406.03590774274,2024,8,227,2,33
Callao,Hamburg,aéreo,35.881247113587825,polpa de goiaba,containerizado,Reefer,40ft,2.0560498322344802,7.322546287319378,5.636026750723909,14,172506.62975371105,2022,11,334,2,48
Chancay,Valencia,aéreo,19.31498340837426,polpa de acerola,containerizado,Reefer,40ft,1.2099700468166363,22.995760027858477,5.681435073615567,46,130053.05096100262,2024,8,239,0,35
Salaverry,Hamburg,marítimo,12.956074990882897,polpa de maracujá,containerizado,Reefer,40ft,1.9308306184437085,19.03275708030514,5.9301572574286014,17,82379.68704162023,2023,5,146,4,21
Salaverry,Hamburg,marítimo,9.608015740820054,polpa de goiaba,containerizado,Reefer,20ft,1.7583295439843285,24.323911090229146,5.922682454905759,39,66942.132688253,2024,11,314,5,45
Santos,Valencia,marítimo,38.17918732158937,polpa de goiaba,containerizado,Reefer,20ft,1.4471124307138925,6.646972426877992,5.588396439997297,26,144161.75976080194,2022,10,282,6,40
Paranaguá,Rotterdam,marítimo,25.269844794166993,polpa de manga,containerizado,Reefer,40ft,1.1673230962829537,23.052257100468264,6.2943155359438325,12,137005.42274481236,2024,3,67,3,10
Cartagena,Valencia,marítimo,19.55884613801625,polpa de maracujá,containerizado,Dry,20ft,2.103781209401375,21.91264625053632,5.977187764230749,30,99468.04337753655,2024,10,295,0,43
Buenaventura,Antwerp,aéreo,43.549385711284046,polpa de maracujá,containerizado,Reefer,40ft,1.572707700065509,22.863703658483075,6.3348675186630015,25,214668.77202522784,2022,4,119,4,17
Paranaguá,Le Havre,marítimo,31.712594745622283,polpa de maracujá,containerizado,Reefer,40ft,1.1297961659097646,5.115259132142791,6.369730857653669,41,126797.27212943025,2024,11,329,6,47
Chancay,Valencia,marítimo,28.3101051378463,polpa de caju,containerizado,Reefer,40ft,2.1591840074090993,19.838069610543894,5.250968113791282,36,131989.10659110337,2022,7,198,6,28
Santa Marta,Hamburg,marítimo,38.45206242390271,polpa de acerola,containerizado,Reefer,20ft,1.349342025225731,15.97876228323278,6.020842810836591,15,167010.392467654,2023,4,120,6,17
Santa Marta,Hamburg,marítimo,41.701241310587974,polpa de acerola,containerizado,Reefer,40ft,2.1046780805582808,16.463588675168396,5.476267795756464,51,183292.7882373417,2024,12,353,2,51
Santos,Valencia,marítimo,35.87329199402238,polpa de manga,containerizado,Reefer,40ft,1.847348028911105,14.384039747055112,6.254643581822719,25,156062.0355007113,2024,4,107,1,16
Pecém,Le Havre,marítimo,24.800284336970872,polpa de maracujá,containerizado,Reefer,40ft,1.2917935173685768,19.853538354964385,6.099277369483258,54,117099.06482565794,2024,10,279,5,40
Paranaguá,Valencia,marítimo,22.068445670248437,polpa de maracujá,containerizado,Reefer,40ft,1.114608590762188,24.99678580952809,5.298121531288779,12,113814.24421252006,2023,11,326,2,47
Pecém,Le Havre,marítimo,39.7249222222716,polpa de goiaba,containerizado,Reefer,40ft,1.8898735231039385,19.21076718548327,6.408096149754831,49,170254.11938755523,2024,11,306,4,44
Callao,Le Havre,marítimo,28.305822228812872,polpa de caju,containerizado,Reefer,40ft,1.037817748359143,18.561008320786456,6.025218510488635,29,128036.77229865314,2023,5,125,4,18
Santa Marta,Antwerp,marítimo,36.69737353328193,polpa de caju,containerizado,Reefer,40ft,1.0981967272961692,18.08875431360162,6.422949654856373,49,145353.83797770683,2022,10,276,0,40
Buenaventura,Hamburg,marítimo,45.06794550862484,polpa de manga,containerizado,Reefer,40ft,2.053328622950051,18.904233396947152,5.302866758290112,16,189424.4753024981,2023,11,328,4,47
Chancay,Hamburg,marítimo,46.21507856315164,polpa de acerola,containerizado,Reefer,40ft,1.8083107621019547,11.84224934861665,6.304557641597951,20,191573.36231779982,2022,8,242,1,35
Cartagena,Le Havre,multimodal,17.497203765825766,polpa de maracujá,containerizado,Dry,40ft,1.4894428984815655,11.404394873328375,6.002109230623453,38,89974.22124487432,2022,5,126,4,18
Santa Marta,Hamburg,marítimo,13.455047762263135,polpa de manga,containerizado,Reefer,20ft,1.8088419140026355,20.686759565410128,5.828429890673969,12,83143.25575891449,2022,8,217,4,31
Buenaventura,Rotterdam,marítimo,16.757931215157704,polpa de caju,containerizado,Reefer,40ft,1.8874739912873792,6.061760347059311,6.230769349791558,30,89248.44788041739,2024,11,333,3,48
Suape,Le Havre,aéreo,38.81172967409762,polpa de caju,containerizado,Reefer,40ft,1.8479287993666995,20.184954764067676,5.949295830268564,41,191871.19276051992,2023,5,130,2,19
Salaverry,Hamburg,marítimo,21.652611622077206,polpa de caju,containerizado,Reefer,40ft,1.9638310172732358,21.27683170339137,6.004400240828157,39,114364.34605948444,2023,3,62,4,9
Chancay,Rotterdam,marítimo,12.80251763785984,polpa de maracujá,containerizado,Reefer,40ft,2.410432150285551,15.431959191725355,5.380505876384136,48,81673.63265714419,2024,7,189,6,27
Paranaguá,Antwerp,aéreo,9.427347162813618,polpa de maracujá,granel,Reefer,20ft,1.5831662801260382,23.202961908260306,6.225580532946937,20,91042.40154892679,2022,5,151,1,22
Buenaventura,Hamburg,multimodal,19.729093497335953,polpa de maracujá,containerizado,Reefer,40ft,1.4517271201863642,14.46174874294369,5.975454053490972,26,97679.52159885097,2023,1,19,3,3
Santa Marta,Rotterdam,marítimo,11.126139815773008,polpa de goiaba,containerizado,Dry,40ft,1.0576523665452546,8.561733361916888,6.266583768051202,34,50492.046432557065,2022,11,308,4,44
